======================================================================
FEATURE EXTRACTION SUMMARY
Generated: 2026-04-27 10:17:16
Total Features: 220
======================================================================


──────────────────────────────────────────────────
  GROUP: REF
──────────────────────────────────────────────────
  ref_lead1_cv_rr                                    : 0.205514
  ref_lead1_energy                                   : 0.002144
  ref_lead1_global_ecg_r_peak_indices_max            : 38282.000000
  ref_lead1_global_ecg_r_peak_indices_mean           : 18842.528986
  ref_lead1_global_ecg_r_peak_indices_min            : 233.000000
  ref_lead1_global_ecg_r_peak_indices_std            : 10873.372732
  ref_lead1_global_heart_rate_max                    : 64.377682
  ref_lead1_global_heart_rate_mean                   : 2.321014
  ref_lead1_global_heart_rate_min                    : 0.391829
  ref_lead1_global_heart_rate_std                    : 6.363140
  ref_lead1_global_max_heart_rate                    : 64.377682
  ref_lead1_global_mean_heart_rate                   : 0.796071
  ref_lead1_global_mean_rr_interval                  : 18842.528986
  ref_lead1_global_min_heart_rate                    : 0.391829
  ref_lead1_global_nn_xx                             : 138.000000
  ref_lead1_global_pnn_xx                            : 250.000000
  ref_lead1_global_root_mean_square_of_successive_differences : 21754.795635
  ref_lead1_global_sdnn                              : 10873.372732
  ref_lead1_global_std_heart_rate                    : 6.363140
  ref_lead1_iqr                                      : 0.000119
  ref_lead1_iqr_rr                                   : 68.000000
  ref_lead1_kurtosis                                 : 47.931202
  ref_lead1_mav                                      : 0.000123
  ref_lead1_max                                      : 0.003082
  ref_lead1_max_hr                                   : 104.166667
  ref_lead1_mean                                     : 0.000000
  ref_lead1_mean_hr                                  : 55.705799
  ref_lead1_mean_hr_filtered                         : nan
  ref_lead1_mean_rr                                  : 1110.919708
  ref_lead1_meandist                                 : 211.993117
  ref_lead1_median                                   : -0.000033
  ref_lead1_median_hr                                : 55.762082
  ref_lead1_median_rr                                : 1076.000000
  ref_lead1_min                                      : -0.003370
  ref_lead1_min_hr                                   : 24.509804
  ref_lead1_p25                                      : -0.000105
  ref_lead1_p5                                       : -0.000141
  ref_lead1_p75                                      : 0.000014
  ref_lead1_p95                                      : 0.000464
  ref_lead1_pnn20                                    : 66.176471
  ref_lead1_pnn50                                    : 34.558824
  ref_lead1_r_amp_max                                : 0.003082
  ref_lead1_r_amp_mean                               : 0.000473
  ref_lead1_r_amp_median                             : 0.000560
  ref_lead1_r_amp_min                                : 0.000019
  ref_lead1_r_amp_std                                : 0.000321
  ref_lead1_range                                    : 0.006452
  ref_lead1_range_rr                                 : 1872.000000
  ref_lead1_rms                                      : 0.000235
  ref_lead1_rmssd                                    : 311.856113
  ref_lead1_sdnn                                     : 228.309179
  ref_lead1_skewness                                 : 0.996178
  ref_lead1_std                                      : 0.000235
  ref_lead1_std_hr                                   : 9.504104
  ref_lead1_std_hr_filtered                          : nan
  ref_lead1_std_rr                                   : 228.309179
  ref_lead1_var                                      : 0.000000
  ref_lead1_zcr                                      : 0.045703
  ref_lead2_cv_rr                                    : 0.368731
  ref_lead2_energy                                   : 0.016062
  ref_lead2_global_ecg_r_peak_indices_max            : 38280.000000
  ref_lead2_global_ecg_r_peak_indices_mean           : 18288.984962
  ref_lead2_global_ecg_r_peak_indices_min            : 233.000000
  ref_lead2_global_ecg_r_peak_indices_std            : 10682.449445
  ref_lead2_global_heart_rate_max                    : 64.377682
  ref_lead2_global_heart_rate_mean                   : 2.391387
  ref_lead2_global_heart_rate_min                    : 0.391850
  ref_lead2_global_heart_rate_std                    : 6.471048
  ref_lead2_global_max_heart_rate                    : 64.377682
  ref_lead2_global_mean_heart_rate                   : 0.820166
  ref_lead2_global_mean_rr_interval                  : 18288.984962
  ref_lead2_global_min_heart_rate                    : 0.391850
  ref_lead2_global_nn_xx                             : 133.000000
  ref_lead2_global_pnn_xx                            : 250.000000
  ref_lead2_global_root_mean_square_of_successive_differences : 21180.219477
  ref_lead2_global_sdnn                              : 10682.449445
  ref_lead2_global_std_heart_rate                    : 6.471048
  ref_lead2_iqr                                      : 0.000091
  ref_lead2_iqr_rr                                   : 65.000000
  ref_lead2_kurtosis                                 : 231.178705
  ref_lead2_mav                                      : 0.000142
  ref_lead2_max                                      : 0.012906
  ref_lead2_max_hr                                   : 106.382979
  ref_lead2_mean                                     : 0.000000
  ref_lead2_mean_hr                                  : 55.046657
  ref_lead2_mean_hr_filtered                         : nan
  ref_lead2_mean_rr                                  : 1152.939394
