======================================================================
FEATURE EXTRACTION SUMMARY
Generated: 2026-06-12 03:33:43
Total Features: 168
======================================================================


──────────────────────────────────────────────────
  GROUP: REF
──────────────────────────────────────────────────
  ref_lead1_cv_rr                                    : 0.066594
  ref_lead1_energy                                   : 2065.394459
  ref_lead1_global_ecg_r_peak_indices_max            : 27458.000000
  ref_lead1_global_ecg_r_peak_indices_mean           : 14064.915254
  ref_lead1_global_ecg_r_peak_indices_min            : 297.000000
  ref_lead1_global_ecg_r_peak_indices_std            : 7930.666389
  ref_lead1_global_heart_rate_max                    : 75.376884
  ref_lead1_global_heart_rate_mean                   : 64.900668
  ref_lead1_global_heart_rate_min                    : 55.762082
  ref_lead1_global_heart_rate_std                    : 4.306760
  ref_lead1_global_max_heart_rate                    : 75.376884
  ref_lead1_global_mean_heart_rate                   : 64.900668
  ref_lead1_global_mean_rr_interval                  : 928.581197
  ref_lead1_global_min_heart_rate                    : 55.762082
  ref_lead1_global_nn_xx                             : 117.000000
  ref_lead1_global_pnn_xx                            : 100.000000
  ref_lead1_global_root_mean_square_of_successive_differences : 63.476306
  ref_lead1_global_sdnn                              : 61.837980
  ref_lead1_global_std_heart_rate                    : 4.306760
  ref_lead1_iqr                                      : 0.223781
  ref_lead1_iqr_rr                                   : 96.000000
  ref_lead1_kurtosis                                 : 1.660526
  ref_lead1_mav                                      : 0.208371
  ref_lead1_max                                      : 1.000000
  ref_lead1_max_hr                                   : 75.376884
  ref_lead1_mean                                     : 0.000044
  ref_lead1_mean_hr                                  : 64.900668
  ref_lead1_mean_hr_filtered                         : 64.900668
  ref_lead1_mean_rr                                  : 928.581197
  ref_lead1_meandist                                 : 83.354593
  ref_lead1_median                                   : -0.143209
  ref_lead1_median_hr                                : 64.655172
  ref_lead1_median_rr                                : 928.000000
  ref_lead1_min                                      : -0.308302
  ref_lead1_min_hr                                   : 55.762082
  ref_lead1_n_r_peaks_filtered                       : 118
  ref_lead1_n_r_peaks_raw                            : 118
  ref_lead1_p25                                      : -0.169853
  ref_lead1_p5                                       : -0.202971
  ref_lead1_p75                                      : 0.053928
  ref_lead1_p95                                      : 0.659404
  ref_lead1_peaks_rejected_pct                       : 0.000000
  ref_lead1_pnn20                                    : 80.172414
  ref_lead1_pnn50                                    : 46.551724
  ref_lead1_r_amp_max                                : 1.000000
  ref_lead1_r_amp_mean                               : 0.912884
  ref_lead1_r_amp_median                             : 0.911486
  ref_lead1_r_amp_min                                : 0.815602
