======================================================================
FEATURE EXTRACTION SUMMARY
Generated: 2026-06-09 17:08:32
Total Features: 168
======================================================================


──────────────────────────────────────────────────
  GROUP: REF
──────────────────────────────────────────────────
  ref_lead1_cv_rr                                    : 0.045218
  ref_lead1_energy                                   : 1640.394728
  ref_lead1_global_ecg_r_peak_indices_max            : 34032.000000
  ref_lead1_global_ecg_r_peak_indices_mean           : 17339.426829
  ref_lead1_global_ecg_r_peak_indices_min            : 252.000000
  ref_lead1_global_ecg_r_peak_indices_std            : 9828.836068
  ref_lead1_global_heart_rate_max                    : 80.645161
  ref_lead1_global_heart_rate_mean                   : 72.526362
  ref_lead1_global_heart_rate_min                    : 61.224490
  ref_lead1_global_heart_rate_std                    : 3.242386
  ref_lead1_global_max_heart_rate                    : 80.645161
  ref_lead1_global_mean_heart_rate                   : 72.526362
  ref_lead1_global_mean_rr_interval                  : 828.957055
  ref_lead1_global_min_heart_rate                    : 61.224490
  ref_lead1_global_nn_xx                             : 163.000000
  ref_lead1_global_pnn_xx                            : 100.000000
  ref_lead1_global_root_mean_square_of_successive_differences : 32.150879
  ref_lead1_global_sdnn                              : 37.483632
  ref_lead1_global_std_heart_rate                    : 3.242386
  ref_lead1_iqr                                      : 0.133343
  ref_lead1_iqr_rr                                   : 44.000000
  ref_lead1_kurtosis                                 : 4.315077
  ref_lead1_mav                                      : 0.137539
  ref_lead1_max                                      : 0.651716
  ref_lead1_max_hr                                   : 80.645161
  ref_lead1_mean                                     : 0.000120
  ref_lead1_mean_hr                                  : 72.526362
  ref_lead1_mean_hr_filtered                         : 72.526362
  ref_lead1_mean_rr                                  : 828.957055
  ref_lead1_meandist                                 : 32.756253
  ref_lead1_median                                   : -0.034904
  ref_lead1_median_hr                                : 72.463768
  ref_lead1_median_rr                                : 828.000000
  ref_lead1_min                                      : -1.000000
  ref_lead1_min_hr                                   : 61.224490
  ref_lead1_n_r_peaks_filtered                       : 164
  ref_lead1_n_r_peaks_raw                            : 164
  ref_lead1_p25                                      : -0.064844
  ref_lead1_p5                                       : -0.299507
  ref_lead1_p75                                      : 0.068499
  ref_lead1_p95                                      : 0.407445
  ref_lead1_peaks_rejected_pct                       : 0.000000
  ref_lead1_pnn20                                    : 33.950617
  ref_lead1_pnn50                                    : 4.320988
  ref_lead1_r_amp_max                                : 0.464115
  ref_lead1_r_amp_mean                               : 0.383656
  ref_lead1_r_amp_median                             : 0.390428
  ref_lead1_r_amp_min                                : 0.183959
  ref_lead1_r_amp_std                                : 0.045145
  ref_lead1_range                                    : 1.651716
  ref_lead1_range_rr                                 : 236.000000
  ref_lead1_rms                                      : 0.218644
  ref_lead1_rmssd                                    : 32.150879
  ref_lead1_sdnn                                     : 37.483632
  ref_lead1_skewness                                 : -0.893143
  ref_lead1_std                                      : 0.218644
  ref_lead1_std_hr                                   : 3.242386
  ref_lead1_std_hr_filtered                          : 3.242386
  ref_lead1_std_rr                                   : 37.483632
  ref_lead1_var                                      : 0.047805
  ref_lead1_zcr                                      : 0.032028
  ref_lead2_cv_rr                                    : 0.042813
  ref_lead2_energy                                   : 1976.831821
  ref_lead2_global_ecg_r_peak_indices_max            : 34036.000000
  ref_lead2_global_ecg_r_peak_indices_mean           : 17344.176829
  ref_lead2_global_ecg_r_peak_indices_min            : 256.000000
  ref_lead2_global_ecg_r_peak_indices_std            : 9828.873941
  ref_lead2_global_heart_rate_max                    : 81.081081
