======================================================================
FEATURE EXTRACTION SUMMARY
Generated: 2026-05-06 08:32:38
Total Features: 168
======================================================================


──────────────────────────────────────────────────
  GROUP: REF
──────────────────────────────────────────────────
  ref_lead1_cv_rr                                    : 0.059573
  ref_lead1_energy                                   : 1721.809742
  ref_lead1_global_ecg_r_peak_indices_max            : 22874.000000
  ref_lead1_global_ecg_r_peak_indices_mean           : 11605.552381
  ref_lead1_global_ecg_r_peak_indices_min            : 242.000000
  ref_lead1_global_ecg_r_peak_indices_std            : 6571.851111
  ref_lead1_global_heart_rate_max                    : 84.745763
  ref_lead1_global_heart_rate_mean                   : 69.185249
  ref_lead1_global_heart_rate_min                    : 61.728395
  ref_lead1_global_heart_rate_std                    : 4.321330
  ref_lead1_global_max_heart_rate                    : 84.745763
  ref_lead1_global_mean_heart_rate                   : 69.185249
  ref_lead1_global_mean_rr_interval                  : 870.461538
  ref_lead1_global_min_heart_rate                    : 61.728395
  ref_lead1_global_nn_xx                             : 104.000000
  ref_lead1_global_pnn_xx                            : 100.000000
  ref_lead1_global_root_mean_square_of_successive_differences : 40.166643
  ref_lead1_global_sdnn                              : 51.855740
  ref_lead1_global_std_heart_rate                    : 4.321330
  ref_lead1_iqr                                      : 0.160646
  ref_lead1_iqr_rr                                   : 72.000000
  ref_lead1_kurtosis                                 : 1.753352
  ref_lead1_mav                                      : 0.192879
  ref_lead1_max                                      : 0.827438
  ref_lead1_max_hr                                   : 84.745763
  ref_lead1_mean                                     : 0.000364
  ref_lead1_mean_hr                                  : 69.185249
  ref_lead1_mean_hr_filtered                         : 69.185249
  ref_lead1_mean_rr                                  : 870.461538
  ref_lead1_meandist                                 : 50.585413
  ref_lead1_median                                   : -0.092962
  ref_lead1_median_hr                                : 68.493151
  ref_lead1_median_rr                                : 876.000000
  ref_lead1_min                                      : -0.865212
  ref_lead1_min_hr                                   : 61.728395
  ref_lead1_n_r_peaks_filtered                       : 105
  ref_lead1_n_r_peaks_raw                            : 105
  ref_lead1_p25                                      : -0.125430
  ref_lead1_p5                                       : -0.217700
  ref_lead1_p75                                      : 0.035216
  ref_lead1_p95                                      : 0.640548
  ref_lead1_peaks_rejected_pct                       : 0.000000
  ref_lead1_pnn20                                    : 62.135922
  ref_lead1_pnn50                                    : 19.417476
  ref_lead1_r_amp_max                                : 0.827438
  ref_lead1_r_amp_mean                               : 0.736800
  ref_lead1_r_amp_median                             : 0.744593
  ref_lead1_r_amp_min                                : 0.611166
  ref_lead1_r_amp_std                                : 0.038371
  ref_lead1_range                                    : 1.692649
  ref_lead1_range_rr                                 : 264.000000
  ref_lead1_rms                                      : 0.272679
  ref_lead1_rmssd                                    : 40.166643
  ref_lead1_sdnn                                     : 51.855740
  ref_lead1_skewness                                 : 0.979210
  ref_lead1_std                                      : 0.272679
  ref_lead1_std_hr                                   : 4.321330
  ref_lead1_std_hr_filtered                          : 4.321330
  ref_lead1_std_rr                                   : 51.855740
  ref_lead1_var                                      : 0.074354
  ref_lead1_zcr                                      : 0.019130
