======================================================================
FEATURE EXTRACTION SUMMARY
Generated: 2026-05-11 17:25:43
Total Features: 168
======================================================================


──────────────────────────────────────────────────
  GROUP: REF
──────────────────────────────────────────────────
  ref_lead1_cv_rr                                    : 0.066886
  ref_lead1_energy                                   : 2.379757
  ref_lead1_global_ecg_r_peak_indices_max            : 16435.000000
  ref_lead1_global_ecg_r_peak_indices_mean           : 8353.571429
  ref_lead1_global_ecg_r_peak_indices_min            : 172.000000
  ref_lead1_global_ecg_r_peak_indices_std            : 4782.059758
  ref_lead1_global_heart_rate_max                    : 72.815534
  ref_lead1_global_heart_rate_mean                   : 63.926695
  ref_lead1_global_heart_rate_min                    : 55.555556
  ref_lead1_global_heart_rate_std                    : 4.276342
  ref_lead1_global_max_heart_rate                    : 72.815534
  ref_lead1_global_mean_heart_rate                   : 63.926695
  ref_lead1_global_mean_rr_interval                  : 942.782609
  ref_lead1_global_min_heart_rate                    : 55.555556
  ref_lead1_global_nn_xx                             : 69.000000
  ref_lead1_global_pnn_xx                            : 100.000000
  ref_lead1_global_root_mean_square_of_successive_differences : 66.783231
  ref_lead1_global_sdnn                              : 63.059408
  ref_lead1_global_std_heart_rate                    : 4.276342
  ref_lead1_iqr                                      : 0.004832
  ref_lead1_iqr_rr                                   : 96.000000
  ref_lead1_kurtosis                                 : 17.738999
  ref_lead1_mav                                      : 0.005761
  ref_lead1_max                                      : 0.081119
  ref_lead1_max_hr                                   : 72.815534
  ref_lead1_mean                                     : 0.000002
  ref_lead1_mean_hr                                  : 63.926695
  ref_lead1_mean_hr_filtered                         : 63.926695
  ref_lead1_mean_rr                                  : 942.782609
  ref_lead1_meandist                                 : 87.489156
  ref_lead1_median                                   : -0.000216
  ref_lead1_median_hr                                : 63.829787
  ref_lead1_median_rr                                : 940.000000
  ref_lead1_min                                      : -0.036258
  ref_lead1_min_hr                                   : 55.555556
  ref_lead1_n_r_peaks_filtered                       : 70
  ref_lead1_n_r_peaks_raw                            : 70
  ref_lead1_p25                                      : -0.003799
  ref_lead1_p5                                       : -0.012450
  ref_lead1_p75                                      : 0.001033
  ref_lead1_p95                                      : 0.015203
  ref_lead1_peaks_rejected_pct                       : 0.000000
  ref_lead1_pnn20                                    : 80.882353
  ref_lead1_pnn50                                    : 48.529412
  ref_lead1_r_amp_max                                : 0.081119
  ref_lead1_r_amp_mean                               : 0.076489
  ref_lead1_r_amp_median                             : 0.076294
  ref_lead1_r_amp_min                                : 0.069767
  ref_lead1_r_amp_std                                : 0.002366
  ref_lead1_range                                    : 0.117377
  ref_lead1_range_rr                                 : 256.000000
  ref_lead1_rms                                      : 0.011977
  ref_lead1_rmssd                                    : 66.783231
  ref_lead1_sdnn                                     : 63.059408
  ref_lead1_skewness                                 : 3.150829
  ref_lead1_std                                      : 0.011977
  ref_lead1_std_hr                                   : 4.276342
  ref_lead1_std_hr_filtered                          : 4.276342
  ref_lead1_std_rr                                   : 63.059408
  ref_lead1_var                                      : 0.000143
  ref_lead1_zcr                                      : 0.077030
  ref_lead2_cv_rr                                    : 0.067124
  ref_lead2_energy                                   : 18.960376
  ref_lead2_global_ecg_r_peak_indices_max            : 16434.000000
  ref_lead2_global_ecg_r_peak_indices_mean           : 8352.485714
  ref_lead2_global_ecg_r_peak_indices_min            : 171.000000
  ref_lead2_global_ecg_r_peak_indices_std            : 4782.079610
  ref_lead2_global_heart_rate_max                    : 72.815534
  ref_lead2_global_heart_rate_mean                   : 63.928831
  ref_lead2_global_heart_rate_min                    : 55.555556
  ref_lead2_global_heart_rate_std                    : 4.293223
  ref_lead2_global_max_heart_rate                    : 72.815534
  ref_lead2_global_mean_heart_rate                   : 63.928831
  ref_lead2_global_mean_rr_interval                  : 942.782609
  ref_lead2_global_min_heart_rate                    : 55.555556
  ref_lead2_global_nn_xx                             : 69.000000
  ref_lead2_global_pnn_xx                            : 100.000000
  ref_lead2_global_root_mean_square_of_successive_differences : 67.106588
  ref_lead2_global_sdnn                              : 63.283322
  ref_lead2_global_std_heart_rate                    : 4.293223
  ref_lead2_iqr                                      : 0.008978
  ref_lead2_iqr_rr                                   : 96.000000
  ref_lead2_kurtosis                                 : 17.561666
  ref_lead2_mav                                      : 0.013821
  ref_lead2_max                                      : 0.214841
  ref_lead2_max_hr                                   : 72.815534
