======================================================================
FEATURE EXTRACTION SUMMARY
Generated: 2026-05-25 11:10:48
Total Features: 168
======================================================================


──────────────────────────────────────────────────
  GROUP: REF
──────────────────────────────────────────────────
  ref_lead1_cv_rr                                    : 0.079765
  ref_lead1_energy                                   : 1092.259122
  ref_lead1_global_ecg_r_peak_indices_max            : 28021.000000
  ref_lead1_global_ecg_r_peak_indices_mean           : 14148.244444
  ref_lead1_global_ecg_r_peak_indices_min            : 170.000000
  ref_lead1_global_ecg_r_peak_indices_std            : 7916.046966
  ref_lead1_global_heart_rate_max                    : 114.503817
  ref_lead1_global_heart_rate_mean                   : 96.998031
  ref_lead1_global_heart_rate_min                    : 76.923077
  ref_lead1_global_heart_rate_std                    : 7.471320
  ref_lead1_global_max_heart_rate                    : 114.503817
  ref_lead1_global_mean_heart_rate                   : 96.998031
  ref_lead1_global_mean_rr_interval                  : 622.368715
  ref_lead1_global_min_heart_rate                    : 76.923077
  ref_lead1_global_nn_xx                             : 179.000000
  ref_lead1_global_pnn_xx                            : 100.000000
  ref_lead1_global_root_mean_square_of_successive_differences : 20.047135
  ref_lead1_global_sdnn                              : 49.643402
  ref_lead1_global_std_heart_rate                    : 7.471320
  ref_lead1_iqr                                      : 0.141550
  ref_lead1_iqr_rr                                   : 64.000000
  ref_lead1_kurtosis                                 : 1.809966
  ref_lead1_mav                                      : 0.139860
  ref_lead1_max                                      : 0.727603
  ref_lead1_max_hr                                   : 114.503817
  ref_lead1_mean                                     : -0.000792
  ref_lead1_mean_hr                                  : 96.998031
  ref_lead1_mean_hr_filtered                         : 96.998031
  ref_lead1_mean_rr                                  : 622.368715
  ref_lead1_meandist                                 : 23.157393
  ref_lead1_median                                   : -0.057503
  ref_lead1_median_hr                                : 97.402597
  ref_lead1_median_rr                                : 616.000000
  ref_lead1_min                                      : -1.000000
  ref_lead1_min_hr                                   : 76.923077
  ref_lead1_n_r_peaks_filtered                       : 180
  ref_lead1_n_r_peaks_raw                            : 180
  ref_lead1_p25                                      : -0.085100
  ref_lead1_p5                                       : -0.235122
  ref_lead1_p75                                      : 0.056450
  ref_lead1_p95                                      : 0.382763
  ref_lead1_peaks_rejected_pct                       : 0.000000
  ref_lead1_pnn20                                    : 24.157303
  ref_lead1_pnn50                                    : 2.808989
  ref_lead1_r_amp_max                                : 0.727603
  ref_lead1_r_amp_mean                               : 0.603695
  ref_lead1_r_amp_median                             : 0.604121
  ref_lead1_r_amp_min                                : 0.440870
  ref_lead1_r_amp_std                                : 0.048254
  ref_lead1_range                                    : 1.727603
  ref_lead1_range_rr                                 : 256.000000
