======================================================================
FEATURE EXTRACTION SUMMARY
Generated: 2026-04-27 11:31:12
Total Features: 220
======================================================================


──────────────────────────────────────────────────
  GROUP: REF
──────────────────────────────────────────────────
  ref_lead1_cv_rr                                    : 0.032523
  ref_lead1_energy                                   : 0.001016
  ref_lead1_global_ecg_r_peak_indices_max            : 27542.000000
  ref_lead1_global_ecg_r_peak_indices_mean           : 14030.174757
  ref_lead1_global_ecg_r_peak_indices_min            : 233.000000
  ref_lead1_global_ecg_r_peak_indices_std            : 7991.059106
  ref_lead1_global_heart_rate_max                    : 64.377682
  ref_lead1_global_heart_rate_mean                   : 2.953900
  ref_lead1_global_heart_rate_min                    : 0.544623
  ref_lead1_global_heart_rate_std                    : 7.257286
  ref_lead1_global_max_heart_rate                    : 64.377682
  ref_lead1_global_mean_heart_rate                   : 1.069124
  ref_lead1_global_mean_rr_interval                  : 14030.174757
  ref_lead1_global_min_heart_rate                    : 0.544623
  ref_lead1_global_nn_xx                             : 103.000000
  ref_lead1_global_pnn_xx                            : 250.000000
  ref_lead1_global_root_mean_square_of_successive_differences : 16146.294602
  ref_lead1_global_sdnn                              : 7991.059106
  ref_lead1_global_std_heart_rate                    : 7.257286
  ref_lead1_iqr                                      : 0.000124
  ref_lead1_iqr_rr                                   : 55.000000
  ref_lead1_kurtosis                                 : 1.957182
  ref_lead1_mav                                      : 0.000142
  ref_lead1_max                                      : 0.000651
  ref_lead1_max_hr                                   : 60.240964
  ref_lead1_mean                                     : 0.000000
  ref_lead1_mean_hr                                  : 56.085140
  ref_lead1_mean_hr_filtered                         : 56.085140
  ref_lead1_mean_rr                                  : 1070.941176
  ref_lead1_meandist                                 : 46.623529
  ref_lead1_median                                   : -0.000094
  ref_lead1_median_hr                                : 55.866116
  ref_lead1_median_rr                                : 1074.000000
  ref_lead1_min                                      : -0.000227
  ref_lead1_min_hr                                   : 52.264808
  ref_lead1_p25                                      : -0.000108
  ref_lead1_p5                                       : -0.000145
  ref_lead1_p75                                      : 0.000016
  ref_lead1_p95                                      : 0.000496
  ref_lead1_pnn20                                    : 57.425743
  ref_lead1_pnn50                                    : 15.841584
  ref_lead1_r_amp_max                                : 0.000651
  ref_lead1_r_amp_mean                               : 0.000580
  ref_lead1_r_amp_median                             : 0.000595
  ref_lead1_r_amp_min                                : 0.000491
  ref_lead1_r_amp_std                                : 0.000047
  ref_lead1_range                                    : 0.000877
  ref_lead1_range_rr                                 : 152.000000
  ref_lead1_rms                                      : 0.000191
  ref_lead1_rmssd                                    : 36.162450
  ref_lead1_sdnn                                     : 34.830352
  ref_lead1_skewness                                 : 1.767457
  ref_lead1_std                                      : 0.000191
  ref_lead1_std_hr                                   : 1.835336
  ref_lead1_std_hr_filtered                          : 1.835336
  ref_lead1_std_rr                                   : 34.830352
  ref_lead1_var                                      : 0.000000
  ref_lead1_zcr                                      : 0.019712
  ref_lead2_cv_rr                                    : 0.032578
  ref_lead2_energy                                   : 0.000801
  ref_lead2_global_ecg_r_peak_indices_max            : 27542.000000
  ref_lead2_global_ecg_r_peak_indices_mean           : 14030.320388
  ref_lead2_global_ecg_r_peak_indices_min            : 233.000000
  ref_lead2_global_ecg_r_peak_indices_std            : 7991.063002
  ref_lead2_global_heart_rate_max                    : 64.377682
  ref_lead2_global_heart_rate_mean                   : 2.953842
  ref_lead2_global_heart_rate_min                    : 0.544623
  ref_lead2_global_heart_rate_std                    : 7.257258
  ref_lead2_global_max_heart_rate                    : 64.377682
  ref_lead2_global_mean_heart_rate                   : 1.069113
  ref_lead2_global_mean_rr_interval                  : 14030.320388
  ref_lead2_global_min_heart_rate                    : 0.544623
  ref_lead2_global_nn_xx                             : 103.000000
  ref_lead2_global_pnn_xx                            : 250.000000
  ref_lead2_global_root_mean_square_of_successive_differences : 16146.423075
  ref_lead2_global_sdnn                              : 7991.063002
  ref_lead2_global_std_heart_rate                    : 7.257258
  ref_lead2_iqr                                      : 0.000091
  ref_lead2_iqr_rr                                   : 56.000000
  ref_lead2_kurtosis                                 : 6.717354
  ref_lead2_mav                                      : 0.000115
  ref_lead2_max                                      : 0.000862
  ref_lead2_max_hr                                   : 60.240964
  ref_lead2_mean                                     : 0.000000
  ref_lead2_mean_hr                                  : 56.085326
  ref_lead2_mean_hr_filtered                         : 56.085326
  ref_lead2_mean_rr                                  : 1070.941176
  ref_lead2_meandist                                 : 46.273325
  ref_lead2_median                                   : -0.000069
  ref_lead2_median_hr                                : 55.866116
