======================================================================
FEATURE EXTRACTION SUMMARY
Generated: 2026-05-22 17:19:24
Total Features: 168
======================================================================


──────────────────────────────────────────────────
  GROUP: REF
──────────────────────────────────────────────────
  ref_lead1_cv_rr                                    : 0.067868
  ref_lead1_energy                                   : 933.188186
  ref_lead1_global_ecg_r_peak_indices_max            : 12372.000000
  ref_lead1_global_ecg_r_peak_indices_mean           : 6398.403846
  ref_lead1_global_ecg_r_peak_indices_min            : 307.000000
  ref_lead1_global_ecg_r_peak_indices_std            : 3549.489109
  ref_lead1_global_heart_rate_max                    : 72.115385
  ref_lead1_global_heart_rate_mean                   : 63.699679
  ref_lead1_global_heart_rate_min                    : 55.762082
  ref_lead1_global_heart_rate_std                    : 4.330288
  ref_lead1_global_max_heart_rate                    : 72.115385
  ref_lead1_global_mean_heart_rate                   : 63.699679
  ref_lead1_global_mean_rr_interval                  : 946.274510
  ref_lead1_global_min_heart_rate                    : 55.762082
  ref_lead1_global_nn_xx                             : 51.000000
  ref_lead1_global_pnn_xx                            : 100.000000
  ref_lead1_global_root_mean_square_of_successive_differences : 66.452991
  ref_lead1_global_sdnn                              : 64.221455
  ref_lead1_global_std_heart_rate                    : 4.330288
  ref_lead1_iqr                                      : 0.215027
  ref_lead1_iqr_rr                                   : 94.000000
  ref_lead1_kurtosis                                 : 1.750326
  ref_lead1_mav                                      : 0.206578
  ref_lead1_max                                      : 0.993375
  ref_lead1_max_hr                                   : 72.115385
  ref_lead1_mean                                     : -0.000325
  ref_lead1_mean_hr                                  : 63.699679
  ref_lead1_mean_hr_filtered                         : 63.699679
  ref_lead1_mean_rr                                  : 946.274510
  ref_lead1_meandist                                 : 85.359941
  ref_lead1_median                                   : -0.143767
  ref_lead1_median_hr                                : 63.559322
  ref_lead1_median_rr                                : 944.000000
  ref_lead1_min                                      : -0.299314
  ref_lead1_min_hr                                   : 55.762082
  ref_lead1_n_r_peaks_filtered                       : 52
  ref_lead1_n_r_peaks_raw                            : 52
  ref_lead1_p25                                      : -0.166738
  ref_lead1_p5                                       : -0.198760
  ref_lead1_p75                                      : 0.048289
  ref_lead1_p95                                      : 0.663931
  ref_lead1_peaks_rejected_pct                       : 0.000000
  ref_lead1_pnn20                                    : 78.000000
  ref_lead1_pnn50                                    : 46.000000
  ref_lead1_r_amp_max                                : 0.993375
  ref_lead1_r_amp_mean                               : 0.909036
  ref_lead1_r_amp_median                             : 0.909079
  ref_lead1_r_amp_min                                : 0.822043
  ref_lead1_r_amp_std                                : 0.038099
  ref_lead1_range                                    : 1.292689
  ref_lead1_range_rr                                 : 244.000000
  ref_lead1_rms                                      : 0.272004
  ref_lead1_rmssd                                    : 66.452991
  ref_lead1_sdnn                                     : 64.221455
  ref_lead1_skewness                                 : 1.682739
