======================================================================
FEATURE EXTRACTION SUMMARY
Generated: 2026-05-25 11:08:40
Total Features: 168
======================================================================


──────────────────────────────────────────────────
  GROUP: REF
──────────────────────────────────────────────────
  ref_lead1_cv_rr                                    : 0.075473
  ref_lead1_energy                                   : 2581.971166
  ref_lead1_global_ecg_r_peak_indices_max            : 37508.000000
  ref_lead1_global_ecg_r_peak_indices_mean           : 18760.320000
  ref_lead1_global_ecg_r_peak_indices_min            : 272.000000
  ref_lead1_global_ecg_r_peak_indices_std            : 10834.411172
  ref_lead1_global_heart_rate_max                    : 91.463415
  ref_lead1_global_heart_rate_mean                   : 70.515649
  ref_lead1_global_heart_rate_min                    : 59.288538
  ref_lead1_global_heart_rate_std                    : 5.639042
  ref_lead1_global_max_heart_rate                    : 91.463415
  ref_lead1_global_mean_heart_rate                   : 70.515649
  ref_lead1_global_mean_rr_interval                  : 856.000000
  ref_lead1_global_min_heart_rate                    : 59.288538
  ref_lead1_global_nn_xx                             : 174.000000
  ref_lead1_global_pnn_xx                            : 100.000000
  ref_lead1_global_root_mean_square_of_successive_differences : 52.156279
  ref_lead1_global_sdnn                              : 64.604900
  ref_lead1_global_std_heart_rate                    : 5.639042
  ref_lead1_iqr                                      : 0.136453
  ref_lead1_iqr_rr                                   : 76.000000
  ref_lead1_kurtosis                                 : 2.080817
  ref_lead1_mav                                      : 0.184718
  ref_lead1_max                                      : 1.000000
  ref_lead1_max_hr                                   : 91.463415
  ref_lead1_mean                                     : -0.000222
  ref_lead1_mean_hr                                  : 70.515649
  ref_lead1_mean_hr_filtered                         : 70.515649
  ref_lead1_mean_rr                                  : 856.000000
  ref_lead1_meandist                                 : 60.481380
  ref_lead1_median                                   : -0.096468
  ref_lead1_median_hr                                : 70.093458
  ref_lead1_median_rr                                : 856.000000
  ref_lead1_min                                      : -0.852400
  ref_lead1_min_hr                                   : 59.288538
  ref_lead1_n_r_peaks_filtered                       : 175
  ref_lead1_n_r_peaks_raw                            : 175
  ref_lead1_p25                                      : -0.120514
  ref_lead1_p5                                       : -0.234191
  ref_lead1_p75                                      : 0.015939
